occupation_id,occupation_name,major_group_code,major_group_name,latent_gender_signal,mean_male_similarity,mean_female_similarity,association_difference,similarity_standard_deviation,scweat_effect_size,association_direction,p_value,exact_partition_count,test_sidedness,adjusted_p_value,significant_raw,significant_fdr
506,tenaga penjualan,5,Tenaga usaha jasa dan penjualan,0.24718309859154936,0.1524033782424217,-0.16494419501968183,0.3173475732621035,0.16779192650784,1.891316107198254,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
507,petugas layanan pelanggan,5,Tenaga usaha jasa dan penjualan,0.14577464788732392,0.0849993507288258,-0.10221719738203786,0.18721654811086366,0.09898634630597203,1.891337089381675,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
508,pelayan toko,5,Tenaga usaha jasa dan penjualan,0.08239436619718316,0.04417197320316303,-0.06262958669417511,0.10680155989733814,0.06360309803473721,1.6791880143795486,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
601,petani tanaman pangan,6,Pekerja terampil pertanian dan perikanan,0.22183098591549294,0.14452129378535833,-0.13216213057942744,0.27668342436478577,0.14398930923954423,1.9215553281423712,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
602,pekebun hortikultura,6,Pekerja terampil pertanian dan perikanan,-0.2471830985915493,-0.15034386087591006,0.1533961641815593,-0.30374002505746933,0.15851174661306677,-1.9161988404487797,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
603,peternak sapi,6,Pekerja terampil pertanian dan perikanan,0.17112676056338033,0.1040468367036484,-0.11086086620399527,0.21490770290764366,0.11185709274899566,1.921270235316153,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
604,peternak unggas,6,Pekerja terampil pertanian dan perikanan,-0.19647887323943664,-0.1256000507216934,0.12186281417749982,-0.24746286489919322,0.12974197411641283,-1.9073462276530002,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
605,nelayan tangkap,6,Pekerja terampil pertanian dan perikanan,-0.019014084507042228,-0.006055789723387724,0.01893625868422081,-0.024992048407608533,0.022173145524956975,-1.127131393219728,negatif,0.019425019425019424,12870,two-sided,0.020874647740319382,True,True
606,pembudidaya ikan,6,Pekerja terampil pertanian dan perikanan,-0.42464788732394365,-0.25555001886253886,0.2491219740861524,-0.5046719929486913,0.2614259586960059,-1.9304586104073136,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
607,penyadap karet,6,Pekerja terampil pertanian dan perikanan,-0.006338028169014076,-0.002058199048712653,0.006055514448434411,-0.008113713497147065,0.02819937252018317,-0.2877267390024309,negatif,0.5728049728049728,12870,two-sided,0.5808726484782822,False,False
608,pekerja kebun,6,Pekerja terampil pertanian dan perikanan,-0.3359154929577465,-0.2083992297954356,0.20487920337988996,-0.41327843317532553,0.21411551231585277,-1.9301657722289516,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
701,tukang kayu,7,Pekerja pengolahan dan kerajinan,0.18380281690140848,0.0890567956143273,-0.14384992710851496,0.23290672272284227,0.1251291939695785,1.8613300008906533,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
702,tukang batu,7,Pekerja pengolahan dan kerajinan,-0.373943661971831,-0.2612406569068241,0.19866800785233862,-0.4599086647591627,0.2394995170896597,-1.920290572389714,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
703,penjahit,7,Pekerja pengolahan dan kerajinan,-0.10774647887323946,-0.09924931988070256,0.03833447638491887,-0.13758379626562142,0.078688104385239,-1.7484700812214582,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
704,pembuat roti,7,Pekerja pengolahan dan kerajinan,0.2345070422535211,0.11367336171907354,-0.18261399666668693,0.2962873583857605,0.15591773246441687,1.900280062457799,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
705,pengrajin mebel,7,Pekerja pengolahan dan kerajinan,-0.09507042253521125,-0.09706550633312568,0.025987687634026684,-0.12305319396715236,0.07345295100371259,-1.675265490162986,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
706,tukang las,7,Pekerja pengolahan dan kerajinan,-0.3866197183098592,-0.27045789860601266,0.20532332913913426,-0.4757812277451469,0.2478866270383608,-1.9193501215840865,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
707,pengrajin keramik,7,Pekerja pengolahan dan kerajinan,0.05704225352112674,0.0036868225597019577,-0.06799274549381551,0.07167956805351747,0.04652292395690053,1.5407365220621643,positif,0.0006216006216006216,12870,two-sided,0.0007104007104007104,True,True
708,perajin anyaman,7,Pekerja pengolahan dan kerajinan,-0.13309859154929576,-0.11070200702047038,0.060880687210566,-0.1715826942310364,0.0948457338938776,-1.8090712906815543,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
801,operator mesin,8,Operator dan perakit mesin,0.06971830985915489,0.04184288551978886,-0.04477666788965687,0.08661955340944573,0.05872926180483499,1.4748960015416817,positif,0.0012432012432012432,12870,two-sided,0.0013986013986013986,True,True
802,operator forklift,8,Operator dan perakit mesin,-0.29788732394366196,-0.19092287027804847,0.1845709076951189,-0.3754937779731674,0.19826432203500122,-1.893904935184851,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
803,pengemudi truk,8,Operator dan perakit mesin,-0.2852112676056338,-0.17724739298355047,0.1788498147770523,-0.3560972077606028,0.18738677057303552,-1.9003327004977173,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
804,pengemudi bus,8,Operator dan perakit mesin,-0.4119718309859155,-0.25324336013156834,0.2521699056664849,-0.5054132657980532,0.26356628491250317,-1.9175945283207854,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
805,masinis,8,Operator dan perakit mesin,-0.05704225352112674,-0.0414450938156377,0.0339972737141705,-0.07544236752980821,0.06069383539296824,-1.2429988489168486,negatif,0.008547008547008548,12870,two-sided,0.009324009324009326,True,True
806,operator pabrik,8,Operator dan perakit mesin,-0.3485915492957746,-0.21809141055799397,0.207659488714824,-0.42575089927281795,0.2222236964385494,-1.9158663369212252,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
807,perakit elektronik,8,Operator dan perakit mesin,0.3232394366197184,0.19664385032775833,-0.1979620470960406,0.3946058974237989,0.20672418794462943,1.908852086188836,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
808,operator alat berat,8,Operator dan perakit mesin,0.3105633802816901,0.18855527477555306,-0.19766355302259098,0.38621882779814404,0.20292208274583154,1.9032863381453629,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
901,petugas kebersihan,9,Pekerjaan elementer,0.3992957746478873,0.25181380660182223,-0.2524353462120617,0.5042491528138839,0.2616644540890787,1.9270831208973531,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
902,pekerja rumah tangga,9,Pekerjaan elementer,-0.39929577464788735,-0.2358451889709945,0.2412401498958542,-0.4770853388668487,0.24770407596685426,-1.9260294244439011,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
903,buruh angkut,9,Pekerjaan elementer,0.2598591549295775,0.17356523163234444,-0.16055280471984015,0.3341180363521846,0.17484838651005216,1.910901455947813,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
904,penjaga malam,9,Pekerjaan elementer,-0.12042253521126761,-0.07517788558728314,0.07711659833071341,-0.15229448391799655,0.08405275299055344,-1.8118916811102272,negatif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
905,pemulung,9,Pekerjaan elementer,0.33591549295774653,0.21642994759288203,-0.20032812415488016,0.4167580717477622,0.21673921527765264,1.922854944426538,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
906,pencuci kendaraan,9,Pekerjaan elementer,-0.06971830985915495,-0.0450420200066945,0.04336657004303578,-0.08840859004973028,0.055930221057859865,-1.5806944506489884,negatif,0.0003108003108003108,12870,two-sided,0.00036684626848561275,True,True
907,pekerja bongkar muat,9,Pekerjaan elementer,0.45,0.26986772597447095,-0.2634008422928025,0.5332685682672734,0.27631381400177596,1.9299381400592803,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
908,pembantu umum,9,Pekerjaan elementer,0.15845070422535218,0.10389292793397917,-0.09945022794989217,0.20334315588387133,0.11023612373127027,1.844614532887369,positif,0.0001554001554001554,12870,two-sided,0.0001896408676069693,True,True
